文件名,鱼类名称,拉丁学名,英文名,科属,原产地,成年体长,适宜水温,适宜pH值,适宜硬度,光照要求,换水频率,食物习性,饲养难度,混养建议,繁殖方式,特殊要求,数据来源,提取状态,信息完整度,水质要求,活动水层,性格特点,疾病预防,寿命年限,最小鱼缸,类型
红尾鲶.jpg,红尾鲶,[待补充] 红尾鲶,红尾鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
红尾黑鲨.jpg,红尾黑鲨,[待补充] 红尾黑鲨,红尾黑鲨 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
红帆短鲷.jpg,红帆短鲷,[待补充] 红帆短鲷,红帆短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
红珍珠短鲷.jpg,红珍珠短鲷,[待补充] 红珍珠短鲷,红珍珠短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
红尾大企鹅.jpg,红尾大企鹅,[待补充] 红尾大企鹅,红尾大企鹅 (待翻译),脂鲤科,南美洲,,24-28℃,6.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
红肚凤凰.jpg,红肚凤凰,[待补充] 红肚凤凰,红肚凤凰 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,可与温和鱼混养，提供足够空间,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
红绿灯.jpg,红绿灯,[待补充] 红绿灯,红绿灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
红斗鼠.jpg,红斗鼠,[待补充] 红斗鼠,红斗鼠 (待翻译),甲鲶科,南美洲,,22-26℃,5.0-7.0,5-15 dGH,中等光照,每周1/4,干饲料（饲料片）、活饵料 成鱼大小：3-4cm 分析：1.生存pH值，斗鱼要求弱碱性（不易生病），红,容易,适合群养，可与温和鱼混养,卵生,,百度搜索 + 智能增强,增强完成,100.00%,偏好弱酸性软水,底层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,热带鱼
红苹果.jpg,红苹果,[待补充] 红苹果,红苹果 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
红魔鬼.jpg,红魔鬼,[待补充] 红魔鬼,红魔鬼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
红腮皇冠.jpg,红腮皇冠,[待补充] 红腮皇冠,红腮皇冠 (待翻译),脂鲤科,南美洲,,21-25℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
红鳍鲫.jpg,红鳍鲫,[待补充] 红鳍鲫,红鳍鲫 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,适合与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
红鼻剪刀.jpg,红鼻剪刀,[待补充] 红鼻剪刀,红鼻剪刀 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
红鳍铅笔鱼.jpg,红鳍铅笔鱼,[待补充] 红鳍铅笔鱼,红鳍铅笔鱼 (待翻译),脂鲤科,南美洲,,24-28℃,6.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,中等,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
维吉塔短鲷.jpg,维吉塔短鲷,[待补充] 维吉塔短鲷,维吉塔短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
绿宝石短鲷.jpg,绿宝石短鲷,[待补充] 绿宝石短鲷,绿宝石短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
维纳斯.jpg,维纳斯,[待补充] 维纳斯,维纳斯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
绅士鼠.jpg,绅士鼠,[待补充] 绅士鼠,绅士鼠 (待翻译),甲鲶科,南美洲,,24-28℃,6.5-7.5,5-15 dGH,中等光照,每周1/4,底栖杂食，沉底饲料,容易,适合群养，可与温和鱼混养,卵生,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,底层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,热带鱼
罗氏琴尾鱼.jpg,罗氏琴尾鱼,[待补充] 罗氏琴尾鱼,罗氏琴尾鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
绿莲灯.jpg,绿莲灯,[待补充] 绿莲灯,绿莲灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
美国旗鱼.jpg,美国旗鱼,[待补充] 美国旗鱼,美国旗鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
胭脂鱼.jpg,胭脂鱼,[待补充] 胭脂鱼,胭脂鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
花小丑.jpg,花小丑,[待补充] 花小丑,花小丑 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
胭脂短鲷.jpg,胭脂短鲷,[待补充] 胭脂短鲷,胭脂短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
花面皇冠.jpg,花面皇冠,[待补充] 花面皇冠,花面皇冠 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
花短鲷（雄）.jpg,花短鲷（雄）,[待补充] 花短鲷（雄）,花短鲷（雄） (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
花短鲷（雌）.jpg,花短鲷（雌）,[待补充] 花短鲷（雌）,花短鲷（雌） (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
茅尖鱼.jpg,茅尖鱼,[待补充] 茅尖鱼,茅尖鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
荷兰凤凰.jpg,荷兰凤凰,[待补充] 荷兰凤凰,荷兰凤凰 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,可与温和鱼混养，提供足够空间,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
萨伊蓝六间.jpg,萨伊蓝六间,[待补充] 萨伊蓝六间,萨伊蓝六间 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
蒙面皇冠.jpg,蒙面皇冠,[待补充] 蒙面皇冠,蒙面皇冠 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
蓝三角鱼.jpg,蓝三角鱼,[待补充] 蓝三角鱼,蓝三角鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
蓝曼龙.jpg,蓝曼龙,[待补充] 蓝曼龙,蓝曼龙 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
蓝宝石.jpg,蓝宝石,[待补充] 蓝宝石,蓝宝石 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
蓝眼贝.jpg,蓝眼贝,[待补充] 蓝眼贝,蓝眼贝 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
蓝眼鲫.jpg,蓝眼鲫,[待补充] 蓝眼鲫,蓝眼鲫 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,适合与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
蓝茉莉.jpg,蓝茉莉,[待补充] 蓝茉莉,蓝茉莉 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
蓝色红两点短鲷.jpg,蓝色红两点短鲷,[待补充] 蓝色红两点短鲷,蓝色红两点短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
蓝袖鲷.jpg,蓝袖鲷,[待补充] 蓝袖鲷,蓝袖鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
虎皮鱼.jpg,虎皮鱼,[待补充] 虎皮鱼,虎皮鱼 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,建议单养或与大型凶猛鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
虎皮天堂岛.jpg,虎皮天堂岛,[待补充] 虎皮天堂岛,虎皮天堂岛 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
虎鲶.jpg,虎鲶,[待补充] 虎鲶,虎鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,底层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
蛇纹马甲.jpg,蛇纹马甲,[待补充] 蛇纹马甲,蛇纹马甲 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
血翅鱼.jpg,血翅鱼,[待补充] 血翅鱼,血翅鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
血鳍灯.jpg,血鳍灯,[待补充] 血鳍灯,血鳍灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
西洋棋盘鲷.jpg,西洋棋盘鲷,[待补充] 西洋棋盘鲷,西洋棋盘鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
象鼻鱼.jpg,象鼻鱼,[待补充] 象鼻鱼,象鼻鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
血鹦鹉.jpg,血鹦鹉,[待补充] 血鹦鹉,血鹦鹉 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
豹斑脂鲶.jpg,豹斑脂鲶,[待补充] 豹斑脂鲶,豹斑脂鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,底层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
豹纹斑马鱼.jpg,豹纹斑马鱼,[待补充] 豹纹斑马鱼,豹纹斑马鱼 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,建议单养或与大型凶猛鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
迷你马甲.jpg,迷你马甲,[待补充] 迷你马甲,迷你马甲 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
赤日灯.jpg,赤日灯,[待补充] 赤日灯,赤日灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
金丝鱼.jpg,金丝鱼,[待补充] 金丝鱼,金丝鱼 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,适合与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
金斑单色鲷.jpg,金斑单色鲷,[待补充] 金斑单色鲷,金斑单色鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
金凤尾短鲷.jpg,金凤尾短鲷,[待补充] 金凤尾短鲷,金凤尾短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
金企鹅灯.jpg,金企鹅灯,[待补充] 金企鹅灯,金企鹅灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
金河虎.jpg,金河虎,[待补充] 金河虎,金河虎 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
金眼短鲷（雌）.jpg,金眼短鲷（雌）,[待补充] 金眼短鲷（雌）,金眼短鲷（雌） (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
金眼短鲷（雄）.jpg,金眼短鲷（雄）,[待补充] 金眼短鲷（雄）,金眼短鲷（雄） (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
金线铅笔.jpg,金线铅笔,[待补充] 金线铅笔,金线铅笔 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
金线灯.jpg,金线灯,[待补充] 金线灯,金线灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
金粉灯.jpg,金粉灯,[待补充] 金粉灯,金粉灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
金线鲫.jpg,金线鲫,[待补充] 金线鲫,金线鲫 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,适合与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
金翅珍珠鱼.jpg,金翅珍珠鱼,[待补充] 金翅珍珠鱼,金翅珍珠鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
金背短鲷（雄）.jpg,金背短鲷（雄）,[待补充] 金背短鲷（雄）,金背短鲷（雄） (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
金背短鲷（雌）.jpg,金背短鲷（雌）,[待补充] 金背短鲷（雌）,金背短鲷（雌） (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
金菠萝.jpg,金菠萝,[待补充] 金菠萝,金菠萝 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
